player_name,runs,balls,wickets,boundaries,strike_rate
BA King,1557,1138,0,226,136.82
SM Curran,395,1312,58,30,30.11
PR Brown,12,92,3,0,13.04
S Mahmood,75,371,16,3,20.22
L Gregory,56,124,2,4,45.16
MW Parkinson,16,137,7,1,11.68
T Banton,336,226,0,46,148.67
HK Bennett,27,229,10,0,11.79
SV Samson,731,481,0,97,151.98
T Chetty,556,635,0,46,87.56
LR Down,94,109,0,6,86.24
BD Glover,74,510,37,1,14.51
RD Chahar,16,142,7,1,11.27
P Alako,445,524,2,52,84.92
E Iloku,133,195,0,7,68.21
G Obukor,190,267,0,13,71.16
C Anayo,2,14,0,0,14.29
M Anyigo,1,16,3,0,6.25
S Kakai,12,36,2,1,33.33
M Samake,2,7,0,0,28.57
R Cisse,0,1,0,0,0.0
O Sow,1,6,0,0,16.67
A Kone,0,3,0,0,0.0
M Coulibaly,1,12,0,0,8.33
N Traore,0,6,0,0,0.0
T Konate,0,7,0,0,0.0
A Sangare,0,6,0,0,0.0
B Coulibaly,0,1,0,0,0.0
Y Sangare,1,7,0,0,14.29
S Kagnassy,2,4,0,0,50.0
E Anyipo,148,650,23,8,22.77
S Mtae,583,624,9,55,93.43
W Kevin,6,13,1,1,46.15
M Kagoya,2,1,0,0,200.0
Omar Hayat,14,104,10,1,13.46
Simranjit Singh,8,9,0,0,88.89
RV Hawkins,53,281,9,3,18.86
M McColl,253,449,15,16,56.35
D van Deventer,100,113,0,5,88.5
S Haggo,65,185,6,1,35.14
M Veringmeier,249,223,0,28,111.66
J Post,95,133,0,6,71.43
HWA Landheer,139,581,26,4,23.92
IJR Zwilling,749,1830,54,59,40.93
C de Lange,115,1112,51,5,10.34
EC Bargna,57,450,23,0,12.67
ST Frohnmayer,203,516,9,7,39.34
AM Healey,150,435,14,17,34.48
SR McAnanama-Brereton,64,209,11,0,30.62
JE Ronalds,622,844,12,41,73.7
CM Gough,1027,1370,24,90,74.96
AS van Beuge,26,246,10,0,10.57
K Vijayaraghavan,155,235,0,6,65.96
PA Wadenpohl,46,123,1,0,37.4
A Bierwisch,176,382,8,4,46.07
V Stolle,29,35,0,1,82.86
MS Beresford,95,418,20,1,22.73
CM Scott,9,18,0,0,50.0
K Fraser,135,838,45,7,16.11
O Prendergast,1296,1803,37,148,71.88
L Paul,344,875,28,21,39.31
EN Lynch,177,905,42,11,19.56
F Overdijk,229,683,31,8,33.53
H Little,9,47,0,0,19.15
FEM Van Arkel,5,13,0,0,38.46
AH Thomson,34,65,0,1,52.31
A Aitken-Drummond,176,291,5,17,60.48
LK Bennett,25,132,7,1,18.94
EL Watson,118,160,0,8,73.75
A Hogg,0,12,0,0,0.0
M Zwilling,14,70,5,0,20.0
R Rohan,395,382,0,48,103.4
Mohammed Awais,23,102,2,1,22.55
S Chandramohan,1134,903,0,143,125.58
Nouman Sarwar,113,142,7,12,79.58
Inam-ul-Haq,84,135,2,11,62.22
Tamoor Sajjad,179,271,4,18,66.05
TH David,1228,908,6,162,135.24
Mohammed Nadeem,13,323,21,0,4.02
Iqbal Hussain,60,232,24,5,25.86
CR Suryawanshi,8,21,1,0,38.1
Janak Prakash,641,1295,52,51,49.5
A Krishna,40,296,18,4,13.51
AE Paraam,325,398,8,42,81.66
V Baskaran,84,677,28,1,12.41
Faisal Javed,55,27,0,11,203.7
Kamran Khan,333,239,0,51,139.33
Amjad Mahboob,80,596,36,3,13.42
S Vijayakumar,3,173,12,0,1.73
Muhammad Tanveer,873,797,8,111,109.54
Mohammad Rizlan,282,221,0,35,127.6
Zaheer Ibrahim,36,45,0,5,80.0
Muhammad Kashif,185,226,4,21,81.86
Ilyas Ahmed,47,338,17,1,13.91
Mohammad Ahsan,15,69,4,1,21.74
Adnan Idrees,378,703,28,58,53.77
Nawaf Ahmed,22,112,4,2,19.64
MNM Aslam,612,1630,64,61,37.55
Shiraz Khan,381,1231,46,27,30.95
Pavandeep Singh,125,1477,80,0,8.46
R Sandaruwan,1353,931,0,182,145.33
S Varathappan,10,11,0,2,90.91
Usman Waheed,47,40,0,5,117.5
Bilal Tahir,561,445,3,66,126.07
S Vesawkar,322,334,0,32,96.41
Meet Bhavsar,1244,973,1,139,127.85
Jandu Hamoud,14,38,2,0,36.84
Gayan Munaweera,86,400,22,8,21.5
Musawar Shah,10,189,14,0,5.29
Qalandar Khan,25,17,0,3,147.06
Waheed Ahmed,144,298,8,15,48.32
TS Braat,38,120,6,5,31.67
PRP Boissevain,10,154,6,0,6.49
VJ Kingma,75,482,21,0,15.56
Qadeer Ahmed,24,184,8,1,13.04
AJ Staal,112,79,0,14,141.77
Zawar Farid,180,295,7,19,61.02
HC Overdijk,1,13,1,0,7.69
DDP D'Silva,95,111,0,5,85.59
TD Astle,8,89,7,0,8.99
LD Madushanka,26,55,0,1,47.27
HD Rutherford,155,107,0,21,144.86
Naveen-ul-Haq,108,994,66,6,10.87
Rahmanullah Gurbaz,1767,1276,0,221,138.48
Ibrahim Zadran,1170,1056,0,121,110.8
K Abdulquadri,89,152,0,3,58.55
D Igihozo,1,25,1,0,4.0
F Eseigbe,171,611,11,8,27.99
S Sunday,455,474,1,55,95.99
S Ingabire,90,311,10,0,28.94
Shaila Sharmin,17,71,2,0,23.94
K Oala,75,141,4,8,53.19
MP Enright,23,67,0,0,34.33
AG Rao,7,98,5,0,7.14
N Ila,3,3,0,0,100.0
Taijul Islam,3,46,1,0,6.52
A Ndlovu,41,259,4,4,15.83
RW Chakabva,757,579,0,86,130.74
Nazmul Hossain Shanto,1034,943,0,106,109.65
Fazal Niazai,14,22,0,1,63.64
Seungmin Song,77,201,3,5,38.31
Seri Chang,53,173,2,0,30.64
Jiyeon Park,39,154,3,2,25.32
Mina Baek,46,109,3,2,42.2
Haliam Kwon,25,73,0,0,34.25
Hyejin Park,34,85,2,2,40.0
Su Jin Kim,14,35,0,1,40.0
Kiyo Fujikawa,10,96,2,0,10.42
Kang Choi,18,36,0,0,50.0
Shanzeen Shahzad,465,615,0,34,75.61
Sun Meng Yao,141,188,0,7,75.0
Hiu Ying Cheung,76,97,0,5,78.35
Sinae Kim,21,51,0,2,41.18
Hee Jung Lee,2,9,0,0,22.22
Jiyeon Park (2),4,9,0,0,44.44
WK Lai,73,208,11,2,35.1
O Bascome,152,146,0,19,104.11
KS Leverock,774,915,25,102,84.59
TS Fray,240,269,0,25,89.22
DMW Rawlins,787,990,26,103,79.49
CJ Gannon,17,66,4,1,25.76
AC Douglas,353,363,12,51,97.25
TP Allen,33,37,1,3,89.19
OGL Bascome,136,210,8,18,64.76
NK Patel,141,500,29,11,28.2
MO Jones,111,386,15,4,28.76
DAP Darrell,83,89,0,6,93.26
JE Pitcher,21,104,3,0,20.19
GH O'Brien,63,233,10,2,27.04
RJ Trott,42,337,16,3,12.46
RA Thomas,77,93,0,8,82.8
C Wright,57,307,15,2,18.57
NS Dhaliwal,967,792,4,116,122.1
KR Ebanks,24,100,1,1,24.0
AF Ifill,113,430,16,6,26.28
NR Kumar,741,737,6,76,100.54
T Taylor,111,294,8,8,37.76
Ravinderpal Singh,631,420,2,75,150.24
A Morris,6,246,12,0,2.44
YSD Seneveratne,189,219,0,24,86.3
P Manning,158,320,5,11,49.38
Rizwan Cheema,165,304,5,20,54.28
Hamza Tariq,215,151,0,23,142.38
D Heyliger,431,1027,46,46,41.97
N Dutta,113,526,24,10,21.48
C Hauptfleisch,79,90,0,6,87.78
Junaid Siddiqui,72,465,16,4,15.48
D Cato,41,61,0,2,67.21
GDR Eranga,22,185,10,0,11.89
OR Willis,28,43,0,1,65.12
GM Strydom,103,93,0,11,110.75
Saad Bin Zafar,441,1273,58,46,34.64
DL Brangman,47,322,23,3,14.6
A Gavde,1,6,0,0,16.67
LHB Harrington-Myers,35,66,2,2,53.03
K Gore,58,159,11,6,36.48
Z McLaughlin,7,59,2,0,11.86
S Sohal,25,30,0,2,83.33
Abraash Khan,66,60,0,8,110.0
H Thaker,454,872,29,42,52.06
MR Montfort,7,23,2,0,30.43
DC Stovell,51,180,6,5,28.33
D Kegasitswe,13,90,3,0,14.44
B Khumalo,32,174,6,0,18.39
CG Williams,803,878,9,83,91.46
Ameer Saiyed,163,245,4,16,66.53
H Pragji,39,65,0,1,60.0
HN Ya France,40,215,7,3,18.6
B Shikongo,42,538,31,0,7.81
V Mbazo,201,227,0,18,88.55
P Silas,217,214,0,15,101.4
JP Kotze,880,715,0,118,123.08
L Louwrens,18,16,0,2,112.5
CN Ackermann,488,629,7,45,77.58
HT Tector,1481,1352,7,143,109.54
Suraj Kumar,120,104,0,13,115.38
Ahsan Abbasi,64,70,0,7,91.43
KD Shah,746,1067,14,72,69.92
A Bhagwat,2,9,0,0,22.22
Raag Kapur,15,91,4,1,16.48
Aarif Sheikh,488,537,5,53,90.88
K Christie,32,243,10,0,13.17
Nasrulla Rana,244,734,32,19,33.24
Mohammad Ghazanfar,53,540,26,2,9.81
Haroon Arshad,430,807,32,35,53.28
SS McKechnie,296,287,0,23,103.14
I Pandey,39,54,0,5,72.22
S Bhari,4,159,8,0,2.52
GK Diviya,508,1444,35,31,35.18
H Dhavina,50,390,11,0,12.82
T Wang Ling,9,28,0,0,32.14
RR Seth,383,584,2,29,65.58
Smruthi Radhakrishnan,19,100,1,0,19.0
Shafia Hassan,19,82,3,0,23.17
Samantha Singham,2,9,0,0,22.22
V Pasupathy,19,49,0,1,38.78
Shafina Mahesh,325,857,20,22,37.92
PSR Gurusinghe,199,334,0,8,59.58
R Butler,64,62,0,7,103.23
SK Sonpethkar,8,36,1,0,22.22
Nik Nur Atiela,54,418,28,1,12.92
Vathana Sreemurugavel,71,140,0,4,50.71
JR Hazlewood,117,1259,69,3,9.29
Haris Rauf,218,1692,111,11,12.88
Haider Ali,532,417,0,65,127.58
SS Grimmond,107,321,11,9,33.33
S Gajnabi,257,474,3,20,54.22
A Bosch,932,984,8,111,94.72
M Bhanuka,71,71,0,7,100.0
Aritra Dutta,621,435,0,84,142.76
TB Sole,74,147,4,10,50.34
NMS Param,275,259,2,28,106.18
Sidhant Singh,204,294,7,21,69.39
OJ Hairs,473,286,1,71,165.38
DC Delany,11,157,8,0,7.01
Simandeep Singh,35,33,0,2,106.06
JS Kundi,104,139,0,12,74.82
Junaid Siddique,374,1462,71,29,25.58
JJ Tucker,105,145,1,12,72.41
R Hekure,106,417,12,8,25.42
H Carlyon,613,761,15,79,80.55
AS Abioye,1,49,3,0,2.04
D Ajekun,392,559,4,32,70.13
NA Greenwood,829,810,15,102,102.35
JO Adedeji,719,1011,8,70,71.12
Sulaimon Runsewe,711,673,2,70,105.65
NR Kirton,596,516,1,56,115.5
JOA Gordon,51,369,22,0,13.82
RN Patel,835,760,7,100,109.87
D Gim,79,164,3,1,48.17
AAhan Achar,3,80,6,0,3.75
R Gaznavi,144,180,0,12,80.0
AR Gandhi,88,99,0,6,88.89
OO Bascome,31,30,0,3,103.33
Avi Dixit,105,180,5,7,58.33
SA Wijeratne,278,224,0,40,124.11
U Aryaman Sunil,253,584,16,23,43.32
EB Ringera,48,501,27,1,9.58
Gershon Yusuf,0,1,0,0,0.0
C Floyd,27,91,2,3,29.67
Vikramjit Singh,343,338,4,43,101.48
Tariq Aziz,41,116,6,2,35.34
Raja Adeel,60,566,39,0,10.6
Zohaib Sarwar,108,219,7,8,49.32
Aamer Ikram,60,72,0,7,83.33
Arslan Ahmed,13,31,0,1,41.94
R Panchal,157,303,2,7,51.82
Farzan Afzal,142,198,4,14,71.72
Mian Mehmood,29,33,0,2,87.88
Kuldeep Lal,33,60,2,3,55.0
P Buccimazza,8,82,3,0,9.76
TC Vine,13,106,5,0,12.26
Najjam Shahzad,392,650,22,41,60.31
F Stoman,166,432,13,9,38.43
Atif Mehmood,101,518,25,4,19.5
Yasir Ali,705,1192,46,63,59.14
Imran Khan,87,296,9,8,29.39
Fakhrul Mohon,19,117,3,1,16.24
PD Hennessy,153,192,3,10,79.69
Ali Naqi,6,41,0,0,14.63
BA Pai,1049,1538,32,93,68.21
CJ Delany,238,240,0,23,99.17
E Packard,69,174,2,4,39.66
MO Bacarese,38,106,1,1,35.85
JD Freyone,119,146,0,10,81.51
MG Hunter,40,96,3,2,41.67
K Nestor,280,487,8,26,57.49
LA Collado,20,28,0,1,71.43
RJ Hatchman,139,278,5,10,50.0
J Perman,61,163,6,6,37.42
C Munoz-Mills,279,194,0,33,143.81
Awais Ahmed,253,224,0,34,112.95
Tauqeer Hussain,14,62,7,0,22.58
NH Naureen,0,18,3,0,0.0
S Singh,544,509,0,63,106.88
Zulqarnain Haider,38,133,7,1,28.57
N Advani,6,65,5,0,9.23
JA Fitzgerald,368,573,13,29,64.22
MD Garratt,10,69,2,0,14.49
A Orfila,12,88,2,0,13.64
Kushal Malla,977,1022,23,113,95.6
BB Chari,22,31,0,4,70.97
R Ngarava,217,1417,78,8,15.31
T Munyonga,178,263,3,11,67.68
D Jakiel,109,419,23,5,26.01
WT Mashinge,7,35,1,0,20.0
Muhammad Wafiq,98,648,26,3,15.12
PK Matautaava,418,648,21,46,64.51
Mohamed Arief,255,212,0,31,120.28
Zubaidi Zulkifle,996,691,0,141,144.14
Ainool Haqqiem,23,21,0,1,109.52
Syazrul Idrus,93,547,42,7,17.0
Ainool Hafizs,169,170,0,12,99.41
AL Stephen,43,331,17,0,12.99
T Langa,14,9,0,2,155.56
R Shepherd,581,1257,57,55,46.22
D Klein,191,668,30,15,28.59
SVE Bharathi,49,730,46,0,6.71
Vinod Kumar,3,4,0,0,75.0
T Jamtsho,435,552,6,50,78.8
S Tobgay,45,83,0,1,54.22
T Singye,30,66,1,2,45.45
K Dorji,6,46,2,0,13.04
J Singye,214,464,10,8,46.12
J Thinley,0,18,0,0,0.0
Tenzin Wangchuk jnr,10,18,0,2,55.56
RM Dorji,268,402,8,27,66.67
U Dorji,16,17,0,2,94.12
S Chophel,11,18,0,0,61.11
L Shafeeg,74,391,17,4,18.93
Ibrahim Rizan,145,720,30,7,20.14
Ali Ivan,14,40,0,0,35.0
Mohamed Azzam,257,325,0,15,79.08
K Nima,2,21,1,0,9.52
K Loday,1,1,0,0,100.0
Azyan Farhath,801,1137,20,64,70.45
Nazwan Ismail,27,132,7,0,20.45
Hamza Niyaz,12,29,0,2,41.38
Sajaa Fathimath,6,34,0,0,17.65
SC Kumari,7,110,8,0,6.36
Sumayya Abdul,52,186,0,5,27.96
Zoona Mariyam,1,40,0,0,2.5
Hafsaa Abdhulla,17,39,0,3,43.59
Anjali Chand,1,46,10,0,2.17
Latsha Haleemath,31,123,2,3,25.2
Shaffaa Saleem,0,2,0,0,0.0
Aima Aishath,8,30,0,0,26.67
Eashal Ibrahim,14,70,0,0,20.0
Kinaanath Ismail,3,42,0,0,7.14
Shamma Ali,27,136,5,0,19.85
Rabeya Khan,104,783,35,5,13.28
P Chakraborty,0,12,1,0,0.0
S Khatiwada,0,12,1,0,0.0
Maaha Naseer,0,24,0,0,0.0
Ahsan Ali,37,39,0,4,94.87
CT Mumba,59,177,5,5,33.33
W Madhevere,1269,1453,16,146,87.34
TS Kamunhukamwe,337,299,0,39,112.71
Hasan Mahmud,33,402,18,0,8.21
CK Tshuma,1,7,0,0,14.29
Y Verma,36,130,2,2,27.69
S Nair,22,148,6,0,14.86
B Shetty,103,357,9,4,28.85
PE Mendonca,216,460,10,17,46.96
AR Shetty,24,62,1,0,38.71
SV Shetty,240,263,0,22,91.25
Fiza,267,336,0,23,79.46
V Jesrani,99,196,0,1,50.51
Javed Hira,83,76,0,6,109.21
Sameera Khan,33,213,6,0,15.49
S Meyenborg,8,48,5,0,16.67
Javed Hina,94,132,0,7,71.21
A Doddaballapur,437,954,40,22,45.81
N Jagadish,34,128,4,1,26.56
AL Tiwari,7,18,0,0,38.89
Sani E Zehra,8,50,1,0,16.0
BV Save,16,17,0,3,94.12
Mohsin Khan,3,56,5,0,5.36
Aftab Hussain,27,246,17,1,10.98
Khizar Hayat,299,1030,44,20,29.03
Hamed Khan,30,43,0,2,69.77
Hassan Khan Mohammad,5,26,0,0,19.23
D Mogan,3,81,1,0,3.7
IGTR Kumara,7,24,0,0,29.17
Ahmed Raid,0,12,0,0,0.0
Adil Butt,145,231,10,21,62.77
Ansh Tandon,36,35,0,4,102.86
Shoaib Ali,1,25,1,0,4.0
A Sharafu,695,490,0,95,141.84
Usman Ali,0,18,0,0,0.0
Faisal Khan,720,541,4,112,133.09
Abdul Wahid,99,120,8,12,82.5
Abdul Waheed,551,488,5,76,112.91
V Aravind,1059,928,0,122,114.12
Mohammad Ayaz,9,15,0,0,60.0
Shamsudheen Purat,23,22,0,4,104.55
Sajid Cheema,43,43,0,3,100.0
Muhammad Naeem,28,23,0,2,121.74
Khawar Zafar,5,3,0,1,166.67
Imran Anwar,753,1248,44,90,60.34
Imran Butt,19,55,3,2,34.55
I Liyanage,458,388,0,60,118.04
Sarfaraz Ali,807,1151,34,117,70.11
Anasim Khan,41,139,6,6,29.5
Abdul Majid,11,129,5,0,8.53
Khurram Shahzad,2,12,0,0,16.67
Muhammad Younis,153,150,0,20,102.0
Mohammed Sameer,41,32,0,7,128.12
Imran Ali Butt,462,434,0,48,106.45
Ammad Uddin,61,45,0,9,135.56
Fiaz Ahmed,54,55,0,5,98.18
Masood Jayezeh,2,11,0,0,18.18
DK Dahani,5,4,0,1,125.0
Yousef Shadzehisarjou,46,50,0,4,92.0
Sayed Monib,317,756,46,33,41.93
Ali Mohammadipour,20,14,0,4,142.86
UKPW Kumaranayaka,6,62,1,0,9.68
Arshad Mazarzei,1,11,0,0,9.09
Naiem Bameri,10,34,1,0,29.41
Mehran Siasar,0,3,0,0,0.0
Nader Zahadiafzal,0,21,0,0,0.0
Navid Balouch,21,35,0,1,60.0
Mohammad Amin,75,88,1,6,85.23
Emran Shahbakhsh,4,8,0,0,50.0
Usman Patel,937,703,0,121,133.29
Navid Abdollahpour,4,20,1,0,20.0
Junaid Aziz,347,431,15,42,80.51
Aphsal Ashraf,49,49,2,6,100.0
Muhammad Ansar,2,38,3,0,5.26
Basil Hameed,791,1115,38,76,70.94
Qais Ahmad,48,228,16,5,21.05
W Uisuk,19,67,0,1,28.36
N Senamontree,84,623,33,1,13.48
S Desungnoen,106,214,2,10,49.53
K Subramanian,1,25,3,0,4.0
Robert Raina,127,272,17,16,46.69
P Suanchuai,117,173,0,8,67.63
JJ Atkinson,480,402,0,60,119.4
Ismail Sardar,6,17,0,0,35.29
B Karki,5,24,1,0,20.83
T Natarajan,3,98,9,0,3.06
DR Sams,123,253,8,14,48.62
V Avdylaj,41,166,0,0,24.7
AM Zepeda,182,356,2,15,51.12
JA Stiglitz,115,248,1,7,46.37
T Kazanci,27,81,0,0,33.33
R Avdylaj,32,129,1,0,24.81
S Kailath,25,88,1,0,28.41
S Sadarangani,221,457,6,13,48.36
H Bhullar,29,66,0,1,43.94
Busra Uca,58,105,0,1,55.24
P Sabu,111,179,4,9,62.01
A Kohli,115,420,16,6,27.38
H Dhaliwal,10,40,0,0,25.0
A Nookala,7,50,0,0,14.0
A Meyenborg,36,136,5,0,26.47
SB Chamundaiah,9,58,2,0,15.52
S Jamil,44,67,0,5,65.67
WJ Cope,258,532,17,28,48.5
Muhammad Muneeb,428,360,0,53,118.89
S Kushretha,70,331,19,3,21.15
Mamoon Latif,47,49,0,4,95.92
Wahidullah Usmani,160,146,0,16,109.59
P Malav,63,498,29,2,12.65
M Dixit,113,434,17,5,26.04
Shaheryar Butt,395,324,0,51,121.91
M Cope,21,203,13,1,10.34
Sazzad Hosen,72,88,0,10,81.82
V Vijh,710,1184,40,60,59.97
Saber Zakhil,443,454,11,57,97.58
Murid Ekrami,75,293,10,10,25.6
Ashiqullah Said,32,196,12,2,16.33
J Barker,472,461,0,31,102.39
S Browne,1,9,0,0,11.11
J Mees,650,529,0,75,122.87
Khalid Ahmadi,230,566,31,22,40.64
T Whiteman,150,121,0,18,123.97
NSK Mehta,10,196,9,0,5.1
R Heyns,22,18,0,4,122.22
H Gori,5,16,1,0,31.25
K Gilham,25,90,5,1,27.78
K Mendon,137,165,2,12,83.03
S Wickramasekara,507,682,22,54,74.34
A Ashokan,651,888,18,50,73.31
S Rengarajan,7,31,1,0,22.58
EB Knowles,60,61,0,6,98.36
S Pokhriyal,16,23,0,1,69.57
Hilal Ahmad,61,83,0,2,73.49
S Davizi,923,712,6,128,129.63
Sherul Mehta,70,97,0,6,72.16
S Vats,8,91,0,0,8.79
A McAuley,327,351,0,28,93.16
N Knights,210,148,0,29,141.89
M Breban,1,25,3,0,4.0
OJ Webster,149,218,7,19,68.35
G Burrows,461,394,2,46,117.01
LT Bichard,71,493,30,4,14.4
C Hartmann,222,204,0,20,108.82
MJ Ansell,75,444,18,5,16.89
CJ Langford,157,391,19,11,40.15
JA Burrows,100,428,28,7,23.36
S Mills,2,4,0,0,50.0
C Liebenberg,1,13,0,0,7.69
IDA Damarell,343,316,0,39,108.54
Usman Qadir,62,472,31,4,13.14
M Shumba,419,438,4,36,95.66
M Faraz Akram,126,218,3,10,57.8
Abdullah Shafique,66,55,0,8,120.0
KA Jamieson,77,318,11,7,24.21
DP Conway,1494,1138,0,172,131.28
KR Mayers,816,671,0,119,121.61
JA Duffy,36,296,12,2,12.16
JR Philippe,161,142,0,16,113.38
RP Meredith,12,143,9,0,8.39
Nasum Ahmed,87,729,35,6,11.93
FH Allen,1205,749,0,177,160.88
Shoriful Islam,100,905,51,6,11.05
WA Young,367,345,0,45,106.38
K Dasan,9,14,0,0,64.29
V Saini,876,1394,35,81,62.84
Sulaiman Ali,168,266,6,16,63.16
Asif Bevinje,148,304,14,16,48.68
IA De Silva,628,553,0,74,113.56
Sami Ullah,148,218,12,17,67.89
P Mishra,587,1154,33,60,50.87
R Satheesan,1175,893,7,163,131.58
Bakhtiar Tahiri,170,238,3,18,71.43
P Florin,36,155,13,2,23.23
KC D'Souza,596,451,4,69,132.15
Aftab Kayani,49,131,9,3,37.4
Asad Ali Rehemtulla,78,355,18,3,21.97
G Manan,138,80,0,23,172.5
DV Varghese,106,368,12,2,28.8
S Periyalwar,377,384,0,37,98.18
Abdul Shakoor (2),70,60,0,7,116.67
Rohan Bhavesh Patel,8,75,4,0,10.67
C Zavoiu,31,84,3,1,36.9
M Gherasim,9,39,1,0,23.08
S Nadigotla,466,456,4,49,102.19
P Masih,2,44,2,0,4.55
S Vashisht,192,611,28,15,31.42
Ijaz Hussain,219,595,33,14,36.81
L Gharasim,8,22,1,0,36.36
D Nikolov,106,159,1,11,66.67
A Ahmadhel,15,39,1,1,38.46
H Ivanov,18,33,0,2,54.55
N Nankov,4,19,1,0,21.05
P Danci,14,16,0,2,87.5
GF Linde,130,382,15,12,34.03
Sohaib Maqsood,294,249,0,31,118.07
Azam Khan,96,70,0,13,137.14
GJ Snyman,2,12,0,0,16.67
GA Stuurman,3,14,0,0,21.43
Zahid Mahmood,1,25,3,0,4.0
Ishan Kishan,851,669,0,115,127.2
SA Yadav,2661,1589,2,379,167.46
Ayesha Naseem,396,301,0,38,131.56
CR Woakes,207,757,32,16,27.34
B Fernando,60,388,17,3,15.46
BM Halliday,414,504,8,33,82.14
D Brown,107,706,31,1,15.16
WJ Lubbe,16,10,0,4,160.0
SSB Magala,55,151,7,5,36.42
LB Williams,26,339,21,0,7.67
PWA Mulder,126,225,8,11,56.0
B White,75,700,33,1,10.71
Fazalhaq Farooqi,119,964,57,1,12.34
K Sinclair,5,118,4,0,4.24
FH Edwards,64,495,23,1,12.93
P Nissanka,1705,1388,0,206,122.84
KNA Bandara,104,97,0,9,107.22
SD Bahadur,17,103,1,2,16.5
AJ Hosein,265,1481,58,23,17.89
RJW Topley,72,759,34,1,9.49
GHS Garton,3,29,1,0,10.34
HC Brook,734,497,0,87,147.69
PD Salt,1095,649,0,152,168.72
DC Drakes,37,222,6,3,16.67
LM Jongwe,624,1512,72,60,41.27
Danish Aziz,41,57,2,2,71.93
T Marumani,832,652,0,109,127.61
Arshad Iqbal,3,59,4,0,5.08
RB Patel,848,788,0,101,107.61
JN Loftie-Eaton,458,663,15,57,69.08
F Akankwasa,134,441,20,14,30.39
C Kyewuta,152,672,40,6,22.62
MD du Preez,67,59,0,6,113.56
J Sebanja,23,180,11,0,12.78
K Waiswa,681,1168,45,69,58.3
Saud Islam,479,440,0,52,108.86
T Bukenya,15,35,0,1,42.86
Shahab Alam,0,109,5,0,0.0
K Bhurtel,1349,1205,18,174,111.95
A Dutt,59,321,15,3,18.38
Aasif Sheikh,1318,1111,0,162,118.63
JL de Mey,4,44,1,0,9.09
KS Airee,42,238,16,2,17.65
S Rana,74,496,27,3,14.92
ME Bouchier,660,544,0,89,121.32
PP Shaw,0,1,0,0,0.0
C Karunaratne,377,997,26,27,37.81
CV Varun,7,262,15,0,2.67
KIC Asalanka,1254,1035,3,139,121.16
RD Gaikwad,675,462,0,89,146.1
RTM Mendis,26,70,2,1,37.14
D Padikkal,38,38,0,3,100.0
N Rana,23,30,0,0,76.67
C Sakariya,9,33,1,0,27.27
S Sandeep Warrier,1,19,0,0,5.26
A Canning,100,644,17,4,15.53
A Lister,500,396,0,64,126.26
A Hunter,994,874,0,105,113.73
G Dempsey,53,336,16,1,15.77
Mohammad Wasim,107,636,39,6,16.82
M Theekshana,151,1425,64,6,10.6
JP Inglis,693,435,0,91,159.31
N Thushara,41,305,24,1,13.44
P Jayawickrama,4,84,2,0,4.76
K Mishara,15,19,0,2,78.95
J Liyanage,30,45,0,0,66.67
TM McGrath,1133,1123,20,158,100.89
A King,58,432,23,4,13.43
YH Bhatia,224,247,0,26,90.69
HJ Darlington,1,18,0,0,5.56
Renuka Singh,141,1204,63,0,11.71
TC Barker,743,583,0,90,127.44
SMK Waththage,57,302,12,0,18.87
Ali Waqar,37,137,3,2,27.01
SJ Patel,15,107,6,0,14.02
P Taylor,10,93,7,0,10.75
Naveed Ahmed,141,582,24,9,24.23
Atif Kamal,27,187,13,2,14.44
Bilal Zalmai,249,348,10,39,71.55
M Simpson-Parker,263,253,1,24,103.95
N Wijesekera,78,89,0,5,87.64
K Joshi,160,548,22,14,29.2
Mirza Ahsan,319,211,0,36,151.18
Jaweed Sadran,98,280,10,8,35.0
Sahel Zadran,93,414,21,4,22.46
Aqib Iqbal,332,832,32,25,39.9
LP Kasturiarachchige,7,63,3,1,11.11
S Sengupta,41,133,4,3,30.83
G Venkateswaran,116,165,1,10,70.3
Razmal Shigiwal,604,469,1,68,128.78
R Vishwanath,2,3,0,0,66.67
I Asif,98,144,7,11,68.06
Umair Tariq,51,145,3,2,35.17
S Grover,100,74,0,13,135.14
O Asika,154,237,0,7,64.98
J Efosa,64,253,11,3,25.3
L Idambo,145,794,39,6,18.26
Q Abel,1040,1634,68,129,63.65
S Wetoto,154,323,20,22,47.68
B Freeman,14,49,0,0,28.57
J Kgang,30,111,4,0,27.03
T Motlhabaphuti,31,79,1,1,39.24
MI Khagoitsa,157,671,29,17,23.4
B Murekatete,192,701,33,8,27.39
M Imimole,7,79,0,0,8.86
E Sandy,173,240,0,13,72.08
F Odhiambo,40,449,21,2,8.91
F Irakoze,31,45,0,2,68.89
M Gorases,314,460,6,25,68.26
J Otieno,3,4,0,0,75.0
O Omonkhobio,1,5,0,0,20.0
E Van Zyl,217,255,0,18,85.1
S Gasteratos,21,75,7,1,28.0
Aslam Mohammad,216,298,6,23,72.48
AS Mehmi,87,225,6,9,38.67
A Manousis,50,79,2,7,63.29
Arsalan Ahmed,44,74,3,7,59.46
GC Galanis,98,272,12,7,36.03
Asrar Ahmed,80,142,3,9,56.34
Taranjeet Singh,1148,1267,36,178,90.61
Syed Amanullah,15,22,1,1,68.18
S Siriotis,0,1,0,0,0.0
T Zotos,20,41,2,1,48.78
S Tosic,149,316,6,8,47.15
